,gemeentenaam,soort_regio,id,codering,aantal_inwoners,woningkenmerken,stadsverwarming
4703,Eindhoven,Wijk,97,WK077215,-64804.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
352,Almelo,Buurt,92,BU01411403,961.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10325,Neder-Betuwe,Wijk,22,WK174002,4374.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
522,AlphenaandenRijn,Wijk,95,WK048406,8532.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12709,Sittard-Geleen,Buurt,16,BU18830008,165.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7721,HollandsKroon,Buurt,22,BU19110600,7295.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14337,UtrechtseHeuvelrug,Wijk,50,WK158100,10064.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1351,Amsterdam,Buurt,8,BU03638703,3083.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,281.0
3728,Deventer,Buurt,21,BU01500907,-62.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3744,Deventer,Buurt,7,BU01501103,202.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16346,Zuidplas,Buurt,12,BU18920306,320.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5490,Goeree-Overflakkee,Wijk,85,WK192405,1682.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14641,Velsen,Buurt,42,BU04530608,63.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2529,Binnenmaas,Wijk,65,WK058503,-3292.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13580,Texel,Buurt,79,BU04480109,75.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16427,Zutphen,Buurt,82,BU03010509,689.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4827,Emmen,Buurt,82,BU01140702,225.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2995,Bronckhorst,Buurt,74,BU18760302,-572.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4291,Druten,Buurt,11,BU02250005,13.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5761,Gouda,Buurt,61,BU05130407,797.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6085,Groningen,Buurt,54,BU00141211,1366.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
67,AaenHunze,Wijk,63,WK168020,1166.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16468,Zwartewaterland,Buurt,28,BU18960500,181.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16655,Zwolle,Wijk,47,WK019351,-14860.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4437,Ede,Wijk,54,WK022801,9854.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3306,Coevorden,Buurt,66,BU01091003,-3105.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15686,Wijchen,Buurt,69,BU02960124,191.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4027,Dongeradeel,Wijk,23,WK005806,2292.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9843,Meierijstad,Buurt,54,BU19480208,87.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10680,Noord-Beveland,Buurt,20,BU16950500,276.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2940,Breda,Buurt,88,BU07580909,845.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9149,Lelystad,Buurt,95,BU09955333,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1463,Apeldoorn,Buurt,54,BU02000402,5019.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10171,Moerdijk,Wijk,3,WK170901,1618.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14289,Utrecht,Buurt,27,BU03440628,2015.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,608.0
15460,Westland,Gemeente,41,GM1783,105632.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14603,Velsen,Buurt,7,BU04530200,1988.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13601,Tholen,Buurt,12,BU07160100,1224.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4240,Dronten,Buurt,95,BU03030104,-4174.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8421,Korendijk,Buurt,90,BU05880209,205.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14936,Vlagtwedde,Buurt,11,BU00480109,234.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4726,Eindhoven,Wijk,24,WK077216,-33032.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,226.0
1842,Barendrecht,Buurt,64,BU04890101,466.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12082,Rijssen-Holten,Wijk,14,WK174207,478.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7598,Hilversum,Buurt,81,BU04020606,272.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2815,Boxmeer,Wijk,86,WK075600,12196.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15350,Werkendam,Buurt,62,BU08700392,53.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4942,Enschede,Buurt,10,BU01530401,-1726.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7622,HofvanTwente,Buurt,68,BU17350006,284.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8491,Krimpenerwaard,Buurt,62,BU19310803,-80.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2470,hetBildt,Buurt,23,BU00630005,462.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
633,Amersfoort,Buurt,18,BU03070204,-169.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3234,CapelleaandenIJssel,Buurt,60,BU05020658,23.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9020,Leidschendam-Voorburg,Wijk,38,WK191612,4969.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14521,Veere,Buurt,41,BU07170109,115.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1237,Amsterdam,Buurt,25,BU03636603,-2462.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4727,Eindhoven,Buurt,36,BU07721611,3198.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6639,Harderwijk,Buurt,64,BU02431208,58.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8763,Leeuwarden,Buurt,62,BU00802303,53.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1892,Barendrecht,Buurt,44,BU04891735,778.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,993.0
8469,Krimpenerwaard,Wijk,12,WK193104,5185.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10225,Molenwaard,Wijk,43,WK192703,919.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9692,Maastricht,Buurt,9,BU09350405,-6495.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12529,Schiedam,Buurt,34,BU06060602,846.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11575,Overbetuwe,Buurt,67,BU17340100,2982.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7546,Hilvarenbeek,Buurt,75,BU07980000,7907.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4813,Emmen,Wijk,41,WK011405,2056.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3231,CapelleaandenIJssel,Buurt,62,BU05020621,-214.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10218,Molenwaard,Wijk,69,WK192701,2906.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2646,Bodegraven-Reeuwijk,Buurt,50,BU19010724,3906.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1252,Amsterdam,Buurt,18,BU03636900,225.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9176,Lelystad,Buurt,65,BU09956664,481.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3975,Dongeradeel,Gemeente,58,GM0058,23901.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7695,HollandsKroon,Buurt,57,BU19110301,846.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5747,Gouda,Buurt,84,BU05130300,2567.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3043,Brummen,Buurt,8,BU02130400,-548.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14794,Venlo,Buurt,78,BU09835107,94.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2587,Bloemendaal,Gemeente,89,GM0377,22826.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16291,Zuidhorn,Wijk,49,WK005600,9945.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15673,Wijchen,Buurt,69,BU02960111,357.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3683,Deventer,Buurt,49,BU01500107,-1363.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,222.0
4799,Emmen,Buurt,82,BU01140209,179.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5186,DeFryskeMarren,Wijk,14,WK194011,-1035.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3083,Brunssum,Buurt,88,BU08990314,58.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5518,Goeree-Overflakkee,Buurt,51,BU19241005,1314.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15738,Wijdemeren,Wijk,90,WK169603,2020.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6122,Gulpen-Wittem,Wijk,47,WK172901,2519.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13506,Terneuzen,Wijk,60,WK071537,1890.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14253,Utrecht,Buurt,48,BU03440411,4179.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3557,Delft,Buurt,72,BU05031407,1600.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9062,Lelystad,Wijk,81,WK099522,8150.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7168,Hellevoetsluis,Wijk,34,WK053003,7107.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13375,Súdwest-Fryslân,Buurt,56,BU19000701,170.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12394,Rotterdam,Buurt,31,BU05991578,1267.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2335,Bernheze,Buurt,40,BU17210403,305.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12458,Schagen,Buurt,38,BU04410009,-174.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2000,Beek,Buurt,38,BU08880100,398.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3754,Deventer,Wijk,15,WK015015,5570.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6906,Heerlen,Wijk,46,WK091712,7076.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12948,Someren,Wijk,32,WK084700,11981.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3355,Coevorden,Buurt,25,BU01094045,33.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6352,Haarlemmermeer,Wijk,6,WK039401,74313.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1590,Arnhem,Buurt,48,BU02020733,2289.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6086,Groningen,Wijk,40,WK001413,-1067.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13612,Tholen,Wijk,61,WK071605,3669.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12942,Soest,Wijk,63,WK034208,6471.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2305,Bernheze,Buurt,63,BU17210117,401.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2222,BergenopZoom,Buurt,83,BU07480208,284.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
413,Almere,Buurt,65,BU00340109,1551.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11141,Ommen,Wijk,82,WK017511,613.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14711,Venlo,Buurt,56,BU09831606,248.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5320,Geldermalsen,Buurt,89,BU02360108,139.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16567,Zwijndrecht,Buurt,61,BU06420904,-129.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16227,Zoetermeer,Wijk,94,WK063700,20889.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14919,Vlaardingen,Buurt,83,BU06220708,1600.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1989,Bedum,Buurt,65,BU00050003,122.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2263,Berkelland,Buurt,90,BU18590105,151.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3916,Doetinchem,Buurt,37,BU02220712,104.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8380,Koggenland,Buurt,16,BU15980700,1354.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7473,Heumen,Buurt,94,BU02520005,156.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13462,Súdwest-Fryslân,Buurt,49,BU19001808,-96.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14528,Veere,Buurt,4,BU07170309,198.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14268,Utrecht,Buurt,28,BU03440522,842.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
247,Alkmaar,Buurt,23,BU03610101,1311.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16616,Zwolle,Buurt,1,BU01932250,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14587,Velsen,Wijk,35,WK045300,4775.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3763,Diemen,Buurt,68,BU03840003,658.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14876,Vlaardingen,Buurt,97,BU06220102,5390.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4929,Enschede,Buurt,45,BU01530201,3839.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7475,Heumen,Buurt,54,BU02520007,20.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10952,Oldambt,Buurt,8,BU18950300,621.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11784,Raalte,Buurt,54,BU01770609,-389.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8317,Katwijk,Buurt,86,BU05370506,552.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11826,Reimerswaal,Buurt,40,BU07030402,92.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15580,Weststellingwerf,Buurt,95,BU00980508,36.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4004,Dongeradeel,Buurt,42,BU00580209,103.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3071,Brunssum,Buurt,16,BU08990201,43.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11295,Oostzaan,Wijk,11,WK043100,9652.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10526,Nijmegen,Buurt,60,BU02680734,2092.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15966,Woudrichem,Buurt,54,BU08740107,160.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
180,Alblasserdam,Buurt,18,BU04820105,1059.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,473.0
11637,PeelenMaas,Buurt,8,BU18940308,533.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13880,Tilburg,Buurt,28,BU08555402,4.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
5808,Grave,Wijk,85,WK078603,1178.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7081,DenHelder,Buurt,62,BU04000604,115.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15596,Weststellingwerf,Wijk,25,WK009808,5324.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11372,Oss,Buurt,32,BU08280303,666.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11985,Rhenen,Wijk,72,WK034010,-96.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10828,Nunspeet,Buurt,62,BU03020007,420.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4567,Eemsmond,Wijk,11,WK165104,2175.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9431,Lochem,Buurt,58,BU02620002,959.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4121,Dordrecht,Buurt,78,BU05050900,1424.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2013,Beemster,Buurt,22,BU03700008,-199.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13492,Terneuzen,Wijk,8,WK071516,40.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13156,Steenwijkerland,Buurt,90,BU17081300,942.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3053,Brummen,Buurt,64,BU02130602,1817.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6931,Heerlen,Buurt,36,BU09172402,249.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11615,PeelenMaas,Buurt,87,BU18940000,1346.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11920,Reusel-DeMierden,Buurt,71,BU16670209,420.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10095,Midden-Drenthe,Wijk,46,WK173105,-481.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11361,Oss,Buurt,27,BU08280104,-1006.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9855,Meierijstad,Buurt,94,BU19480220,169.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
580,AlphenaandenRijn,Buurt,48,BU04849103,1220.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6954,Heerlen,Buurt,60,BU09173500,158.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13663,Tilburg,Wijk,66,WK085511,5864.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15725,Wijchen,Buurt,88,BU02960803,1618.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6192,Haaren,Buurt,71,BU07880100,4061.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2728,Borger-Odoorn,Buurt,71,BU16811100,1545.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6319,Haarlem,Buurt,42,BU03921807,2221.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4345,Echt-Susteren,Buurt,65,BU17110312,-169.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11600,Overbetuwe,Wijk,74,WK173404,184.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15615,Westvoorne,Buurt,77,BU06140103,-245.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8434,KrimpenaandenIJssel,Buurt,48,BU05420002,6477.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16313,Zuidhorn,Buurt,4,BU00560302,138.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8925,Leiden,Buurt,42,BU05460405,3767.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14580,Veldhoven,Wijk,81,WK086102,3701.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5164,DeFryskeMarren,Gemeente,30,GM1940,51585.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7294,Hengelo,Buurt,80,BU01640306,1614.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10415,Nieuwegein,Wijk,92,WK035623,25.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15713,Wijchen,Buurt,89,BU02960501,158.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8909,Leiden,Buurt,29,BU05460106,579.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15461,Westland,Wijk,4,WK178301,20290.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14846,Venray,Wijk,62,WK098421,1902.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11537,Ouder-Amstel,Buurt,71,BU04370002,65.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12574,Schinnen,Buurt,78,BU09620102,160.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4802,Emmen,Buurt,22,BU01140301,1850.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10705,Noordenveld,Buurt,29,BU16990340,-85.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8939,Leiden,Wijk,5,WK054606,11302.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,316.0
377,Almelo,Buurt,38,BU01411801,1423.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14623,Velsen,Wijk,23,WK045305,5253.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4484,Ede,Wijk,82,WK022820,-2334.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14026,Twenterand,Buurt,76,BU17000308,1031.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4103,Dordrecht,Buurt,17,BU05050605,1790.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10457,Nijkerk,Buurt,35,BU02670105,1743.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15895,DeWolden,Buurt,62,BU16900709,160.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3021,Brummen,Wijk,72,WK021302,-343.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4596,Eersel,Wijk,35,WK077005,1325.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8381,Koggenland,Buurt,73,BU15980701,280.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4398,Edam-Volendam,Gemeente,80,GM0385,-35800.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6677,Haren,Buurt,22,BU00170101,472.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5235,DeFryskeMarren,Wijk,52,WK194027,81.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7619,HofvanTwente,Buurt,56,BU17350003,966.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2892,Breda,Buurt,28,BU07580106,-2750.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,653.0
16240,Zoetermeer,Buurt,26,BU06370301,9145.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7368,'s-Hertogenbosch,Buurt,74,BU07960303,1809.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2804,Borsele,Buurt,80,BU06541202,319.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2985,Bronckhorst,Buurt,38,BU18760201,218.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6673,Haren,Buurt,49,BU00170004,-1065.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8948,Leiden,Buurt,65,BU05460704,1.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9362,Lisse,Wijk,43,WK055313,1791.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14252,Utrecht,Wijk,23,WK034404,38494.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,100.0
10374,Neerijnen,Buurt,97,BU03040208,86.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2774,Borsele,Wijk,44,WK065403,571.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5297,Geertruidenberg,Buurt,32,BU07790201,2379.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,230.0
