,id_old,gemeentenaam,codering,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
2760,1006,Borne,BU01470009,1.0,12.0,,,0.0,20.0,10.0,175.0,735.0,1470.0,1200.0,270.0
11310,1009,Opmeer,BU04320101,1.0,25.0,,,,65.0,40.0,335.0,945.0,1640.0,1250.0,400.0
1845,1006,Barendrecht,WK048902,1.0,33.0,13.0,91.0,0.0,60.0,180.0,180.0,1320.0,8840.0,5890.0,2940.0
10284,1001,Montfoort,GM0335,,429.0,15.0,1480.0,9.0,80.0,40.0,120.0,870.0,45170.0,35330.0,9840.0
5939,1008,'s-Gravenhage,BU05183824,1.0,19.0,10.0,39.0,0.0,125.0,240.0,215.0,340.0,26280.0,23990.0,2280.0
578,1003,AlphenaandenRijn,BU04849101,1.0,63.0,14.0,205.0,2.0,40.0,60.0,105.0,1130.0,6080.0,4360.0,1720.0
14140,1009,Uden,GM0856,,1307.0,17.0,4912.0,28.0,85.0,80.0,235.0,930.0,139660.0,107150.0,32500.0
44,1009,AaenHunze,WK168015,1.0,116.0,12.0,338.0,2.0,110.0,195.0,220.0,885.0,6220.0,4840.0,1380.0
13923,1009,Tilburg,BU08556201,3.0,,,,0.0,155.0,0.0,40.0,1380.0,200.0,120.0,80.0
4041,1008,Dongeradeel,BU00580708,1.0,5.0,13.0,15.0,0.0,60.0,0.0,110.0,610.0,310.0,240.0,40.0
15910,1007,DeWolden,BU16901100,1.0,120.0,15.0,436.0,,85.0,60.0,140.0,1035.0,8170.0,6040.0,2130.0
9556,1003,Losser,BU01680009,1.0,16.0,23.0,82.0,0.0,40.0,10.0,1300.0,905.0,3250.0,2520.0,730.0
10731,1007,Noordoostpolder,BU01710107,1.0,23.0,15.0,72.0,0.0,115.0,200.0,170.0,895.0,3810.0,2940.0,860.0
1707,1007,Assen,BU01060400,1.0,23.0,15.0,75.0,,75.0,10.0,110.0,1505.0,1260.0,790.0,480.0
15841,1004,Woerden,BU06320202,1.0,204.0,11.0,558.0,,90.0,100.0,240.0,475.0,17460.0,15370.0,2090.0
6183,1008,Haaksbergen,BU01580490,1.0,7.0,34.0,55.0,0.0,55.0,20.0,80.0,925.0,740.0,580.0,160.0
7159,1009,Hellevoetsluis,BU05300102,1.0,,,,0.0,90.0,160.0,200.0,1170.0,3980.0,2810.0,1170.0
8917,1008,Leiden,BU05460301,1.0,28.0,11.0,67.0,1.0,90.0,295.0,260.0,535.0,19860.0,17170.0,2680.0
2105,1000,BergenDal,BU19451002,3.0,23.0,15.0,82.0,,65.0,70.0,105.0,1090.0,1030.0,760.0,290.0
14693,1000,Venlo,BU09831501,1.0,11.0,10.0,26.0,0.0,115.0,315.0,335.0,810.0,2530.0,2010.0,520.0
14500,1001,Veenendaal,BU03450402,1.0,78.0,8.0,151.0,1.0,70.0,35.0,125.0,670.0,6690.0,5560.0,1130.0
5804,1008,Grave,BU07860201,1.0,10.0,16.0,34.0,0.0,65.0,5.0,680.0,1170.0,1780.0,1250.0,520.0
10989,1006,Oldambt,BU18951000,1.0,66.0,15.0,236.0,3.0,100.0,140.0,300.0,1145.0,3880.0,2780.0,1120.0
12159,1004,Roerdalen,BU16690605,1.0,,,,0.0,0.0,0.0,0.0,405.0,280.0,160.0,120.0
14805,1002,Venray,WK098405,3.0,8.0,27.0,50.0,0.0,135.0,20.0,185.0,1155.0,760.0,530.0,210.0
7680,1003,HollandsKroon,WK191101,1.0,166.0,16.0,568.0,3.0,70.0,45.0,210.0,900.0,12440.0,9620.0,2810.0
11379,1006,Oss,BU08280401,1.0,32.0,16.0,117.0,0.0,115.0,200.0,380.0,880.0,9950.0,7740.0,2210.0
10913,1000,Oisterwijk,BU08240903,1.0,32.0,16.0,113.0,1.0,80.0,0.0,55.0,1145.0,3840.0,2740.0,1100.0
12604,1000,Schouwen-Duiveland,BU16760600,1.0,131.0,13.0,395.0,5.0,50.0,40.0,120.0,1005.0,7320.0,5480.0,1850.0
4610,1002,Eijsden-Margraten,BU19030100,1.0,118.0,17.0,435.0,1.0,70.0,35.0,175.0,1070.0,8190.0,6000.0,2190.0
12321,1007,Rotterdam,BU05990321,1.0,17.0,6.0,25.0,,95.0,580.0,280.0,480.0,23020.0,20240.0,2790.0
561,1005,AlphenaandenRijn,BU04847004,1.0,12.0,19.0,49.0,0.0,40.0,0.0,80.0,795.0,2030.0,1630.0,400.0
7175,1004,Hellevoetsluis,BU05300401,1.0,59.0,,,0.0,145.0,295.0,270.0,445.0,8420.0,7470.0,940.0
952,1000,Amsterdam,BU03631104,1.0,,,,0.0,0.0,0.0,0.0,0.0,110.0,80.0,40.0
5816,1006,'s-Gravenhage,WK051803,1.0,39.0,11.0,100.0,0.0,40.0,30.0,80.0,1730.0,6780.0,3830.0,2950.0
13653,1002,Tiel,BU02810303,1.0,63.0,,,2.0,110.0,35.0,155.0,365.0,6980.0,6330.0,650.0
15823,1003,Woensdrecht,WK087302,1.0,164.0,,,7.0,85.0,80.0,120.0,1045.0,17920.0,13150.0,4780.0
7826,1003,Hoogezand-Sappemeer,BU00180604,1.0,5.0,30.0,33.0,0.0,95.0,0.0,165.0,995.0,370.0,280.0,90.0
5362,1002,Gemert-Bakel,BU16520008,1.0,12.0,23.0,60.0,0.0,45.0,5.0,250.0,840.0,1180.0,940.0,240.0
16058,1008,Zaltbommel,BU02970008,1.0,4.0,14.0,13.0,,85.0,0.0,60.0,1055.0,620.0,460.0,160.0
15608,1008,Westvoorne,BU06140004,1.0,,,,1.0,65.0,55.0,125.0,1065.0,6930.0,5090.0,1850.0
6335,1002,Haarlem,WK039221,1.0,43.0,25.0,246.0,1.0,80.0,320.0,420.0,980.0,26870.0,20250.0,6610.0
10778,1008,Noordoostpolder,BU01711047,1.0,21.0,39.0,180.0,1.0,50.0,0.0,140.0,440.0,1970.0,1750.0,220.0
1290,1008,Amsterdam,WK036375,1.0,15.0,10.0,31.0,1.0,110.0,300.0,180.0,360.0,20970.0,19080.0,1900.0
15974,1004,Woudrichem,BU08740309,1.0,7.0,69.0,108.0,2.0,40.0,0.0,180.0,1030.0,600.0,440.0,160.0
7607,1008,Hilversum,BU04020901,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
16504,1002,Zwijndrecht,BU06420308,1.0,,,,0.0,130.0,10.0,175.0,1040.0,640.0,480.0,160.0
1204,1005,Amsterdam,BU03635808,1.0,,,,,0.0,0.0,0.0,0.0,120.0,80.0,40.0
11405,1001,Oss,BU08280705,1.0,38.0,12.0,115.0,0.0,110.0,85.0,355.0,1000.0,6030.0,4530.0,1510.0
6953,1009,Heerlen,WK091735,1.0,14.0,16.0,47.0,,20.0,20.0,265.0,885.0,600.0,440.0,140.0
7198,1003,Helmond,BU07941000,1.0,8.0,,,0.0,90.0,250.0,355.0,1575.0,8760.0,5290.0,3460.0
15513,1003,Westland,BU17830602,1.0,29.0,13.0,90.0,0.0,70.0,100.0,135.0,1255.0,8110.0,5550.0,2560.0
11008,1007,Oldebroek,BU02690104,1.0,132.0,16.0,447.0,5.0,90.0,40.0,140.0,615.0,8090.0,6850.0,1240.0
2805,1003,Borsele,WK065413,1.0,297.0,12.0,732.0,7.0,60.0,40.0,160.0,840.0,14710.0,11620.0,3090.0
519,1005,AlphenaandenRijn,BU04840504,1.0,23.0,11.0,56.0,0.0,70.0,20.0,120.0,830.0,4330.0,3440.0,900.0
10577,1009,Nissewaard,BU19300804,1.0,6.0,13.0,17.0,,85.0,100.0,185.0,1490.0,1770.0,1110.0,670.0
5849,1006,'s-Gravenhage,BU05181252,1.0,79.0,10.0,154.0,0.0,70.0,60.0,130.0,885.0,19710.0,15330.0,4380.0
763,1007,Amersfoort,BU03072507,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6586,1003,Harderwijk,BU02430201,1.0,6.0,16.0,22.0,0.0,100.0,0.0,50.0,250.0,880.0,830.0,60.0
12136,1001,Roerdalen,BU16690202,1.0,9.0,30.0,60.0,0.0,30.0,15.0,200.0,1485.0,280.0,180.0,120.0
3038,1002,Brummen,BU02130314,1.0,16.0,19.0,67.0,1.0,80.0,5.0,120.0,850.0,970.0,770.0,200.0
5750,1004,Gouda,BU05130303,1.0,37.0,10.0,89.0,0.0,60.0,100.0,240.0,1220.0,5960.0,4160.0,1800.0
3538,1009,Delft,BU05031207,3.0,10.0,11.0,25.0,0.0,85.0,240.0,270.0,820.0,6920.0,5490.0,1420.0
1017,1000,Amsterdam,BU03632501,1.0,,,,2.0,95.0,200.0,160.0,340.0,13650.0,12470.0,1180.0
13192,1003,StichtseVecht,BU19040103,1.0,9.0,19.0,38.0,0.0,80.0,0.0,170.0,1215.0,580.0,400.0,160.0
4012,1001,Dongeradeel,BU00580309,1.0,4.0,13.0,12.0,0.0,100.0,0.0,60.0,1060.0,240.0,170.0,80.0
9004,1002,Leidschendam-Voorburg,BU19160601,1.0,,,,0.0,65.0,200.0,315.0,880.0,1900.0,1480.0,420.0
13283,1004,StichtseVecht,BU19041201,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,130.0,0.0
11542,1001,Oudewater,GM0589,,350.0,,,5.0,60.0,40.0,120.0,920.0,33600.0,25830.0,7800.0
3314,1001,Coevorden,BU01091012,1.0,,,,1.0,20.0,0.0,205.0,580.0,240.0,200.0,40.0
8425,1000,Korendijk,BU05880302,1.0,,,,,0.0,0.0,0.0,0.0,160.0,120.0,40.0
7343,1005,Hengelo,BU01640909,1.0,17.0,36.0,133.0,1.0,70.0,20.0,135.0,990.0,1540.0,1170.0,380.0
11942,1007,Rheden,BU02750106,1.0,,,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0
1817,1008,Baarn,BU03080002,1.0,24.0,,,1.0,95.0,40.0,60.0,875.0,2590.0,2020.0,560.0
6894,1003,Heerhugowaard,BU03983000,1.0,59.0,19.0,250.0,4.0,50.0,0.0,100.0,680.0,4070.0,3380.0,690.0
9652,1009,Maassluis,BU05560801,1.0,7.0,10.0,16.0,0.0,100.0,0.0,0.0,1025.0,470.0,350.0,120.0
1495,1002,Apeldoorn,BU02000706,1.0,3.0,17.0,12.0,0.0,45.0,345.0,810.0,680.0,630.0,530.0,120.0
13888,1009,Tilburg,BU08555502,3.0,48.0,16.0,172.0,2.0,110.0,20.0,140.0,440.0,6910.0,6150.0,760.0
14047,1006,Tynaarlo,BU17300209,1.0,9.0,20.0,40.0,0.0,155.0,20.0,0.0,760.0,200.0,160.0,40.0
7229,1000,Helmond,BU07941600,1.0,26.0,,,0.0,65.0,0.0,70.0,1325.0,4100.0,2740.0,1360.0
489,1007,AlphenaandenRijn,WK048402,1.0,211.0,13.0,599.0,2.0,100.0,145.0,185.0,945.0,45470.0,34720.0,10750.0
15391,1001,Westerveld,BU17010003,1.0,3.0,,,0.0,105.0,0.0,260.0,915.0,440.0,340.0,100.0
1145,1008,Amsterdam,BU03634902,1.0,,,,1.0,120.0,0.0,0.0,465.0,280.0,240.0,40.0
6461,1008,Halderberge,BU16550201,1.0,,,,0.0,135.0,45.0,175.0,840.0,3870.0,3070.0,800.0
6221,1007,Haarlem,BU03920203,1.0,,,,2.0,85.0,0.0,80.0,1105.0,6770.0,4900.0,1880.0
14388,1002,ValkenburgaandeGeul,BU09940000,1.0,55.0,,,0.0,65.0,95.0,225.0,1585.0,12590.0,7600.0,5020.0
9701,1009,Maastricht,BU09350601,1.0,138.0,12.0,385.0,1.0,60.0,115.0,485.0,870.0,16460.0,12870.0,3590.0
2976,1009,Bronckhorst,WK187601,1.0,511.0,15.0,1786.0,9.0,70.0,50.0,180.0,1035.0,37280.0,27650.0,9620.0
12642,1005,Schouwen-Duiveland,BU16761500,1.0,,,,0.0,75.0,50.0,120.0,1515.0,800.0,480.0,310.0
10874,1002,Oirschot,BU08230003,1.0,7.0,,,,30.0,0.0,65.0,1675.0,930.0,540.0,390.0
1921,1008,Barendrecht,BU04895080,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7901,1008,Hoorn,BU04053005,1.0,,,,,0.0,0.0,0.0,0.0,160.0,120.0,40.0
16638,1009,Zwolle,BU01934030,1.0,3.0,,,2.0,0.0,0.0,0.0,0.0,70.0,40.0,40.0
3569,1004,Delft,BU05032204,3.0,101.0,8.0,207.0,1.0,80.0,40.0,170.0,745.0,8970.0,7300.0,1690.0
11685,1008,Pijnacker-Nootdorp,WK192603,3.0,339.0,14.0,1082.0,4.0,75.0,40.0,100.0,555.0,28850.0,24830.0,4010.0
3017,1002,Brummen,WK021301,1.0,30.0,18.0,119.0,1.0,60.0,20.0,105.0,905.0,2200.0,1720.0,490.0
8691,1007,Laren,BU04170324,3.0,6.0,33.0,43.0,0.0,65.0,20.0,365.0,585.0,1220.0,1040.0,180.0
12834,1005,Sluis,BU17140209,1.0,17.0,16.0,60.0,1.0,65.0,35.0,170.0,895.0,1600.0,1220.0,370.0
11721,1009,Purmerend,BU04390603,1.0,7.0,,,0.0,15.0,0.0,220.0,980.0,280.0,240.0,80.0
5862,1001,'s-Gravenhage,BU05181786,1.0,223.0,8.0,424.0,1.0,90.0,135.0,250.0,890.0,42700.0,33160.0,9550.0
1069,1006,Amsterdam,BU03633500,1.0,14.0,11.0,33.0,0.0,105.0,200.0,185.0,165.0,4270.0,4100.0,180.0
2942,1003,Breda,BU07581000,1.0,279.0,15.0,959.0,7.0,95.0,40.0,140.0,1100.0,24490.0,17750.0,6740.0
5566,1003,Goes,BU06640889,1.0,36.0,21.0,172.0,1.0,65.0,20.0,170.0,895.0,1420.0,1100.0,320.0
11787,1008,Raalte,BU01770801,1.0,46.0,14.0,133.0,1.0,45.0,85.0,180.0,1365.0,3050.0,2010.0,1050.0
654,1008,Amersfoort,WK030706,1.0,250.0,7.0,426.0,1.0,100.0,215.0,340.0,815.0,9700.0,7710.0,1980.0
4388,1003,Echt-Susteren,BU17110940,1.0,122.0,16.0,441.0,3.0,75.0,40.0,245.0,1135.0,5300.0,3800.0,1500.0
6920,1001,Heerlen,WK091721,1.0,100.0,,,0.0,85.0,350.0,455.0,1260.0,18850.0,12900.0,5960.0
13322,1008,Súdwest-Fryslân,BU19000101,1.0,21.0,,,0.0,95.0,395.0,160.0,575.0,4110.0,3510.0,590.0
7735,1000,Hoogeveen,BU01185003,1.0,271.0,,,8.0,120.0,225.0,305.0,860.0,16380.0,12840.0,3560.0
11695,1005,Purmerend,BU04390101,1.0,,,,,95.0,155.0,230.0,835.0,6080.0,4810.0,1280.0
12746,1009,Sittard-Geleen,BU18830607,1.0,,,,0.0,80.0,100.0,375.0,865.0,300.0,240.0,80.0
11841,1000,Renkum,BU02740103,3.0,107.0,13.0,343.0,4.0,95.0,100.0,230.0,810.0,6660.0,5310.0,1340.0
7049,1005,DenHelder,BU04000300,1.0,22.0,11.0,51.0,0.0,125.0,25.0,55.0,1280.0,1890.0,1300.0,600.0
12635,1005,Schouwen-Duiveland,BU16761302,1.0,3.0,14.0,10.0,0.0,35.0,0.0,0.0,1525.0,240.0,160.0,80.0
16479,1007,Zwijndrecht,BU06420109,1.0,5.0,14.0,16.0,0.0,80.0,260.0,230.0,1005.0,3620.0,2700.0,920.0
9909,1003,Meierijstad,BU19480425,3.0,11.0,14.0,33.0,0.0,125.0,15.0,260.0,665.0,2740.0,2280.0,450.0
9432,1004,Lochem,BU02620003,1.0,89.0,14.0,303.0,2.0,80.0,40.0,100.0,1600.0,8830.0,5280.0,3540.0
10371,1005,Neerijnen,BU03040201,1.0,23.0,18.0,90.0,1.0,85.0,35.0,175.0,710.0,3080.0,2530.0,560.0
3473,1009,Dalfsen,BU01480116,3.0,93.0,,,1.0,80.0,35.0,125.0,890.0,2360.0,1840.0,520.0
12338,1002,Rotterdam,BU05990516,1.0,9.0,,,0.0,95.0,290.0,160.0,425.0,16050.0,14340.0,1700.0
12478,1000,Schagen,BU04410305,1.0,4.0,29.0,25.0,0.0,80.0,90.0,290.0,1450.0,500.0,320.0,180.0
5344,1000,Geldrop-Mierlo,BU17710002,1.0,39.0,,,0.0,80.0,80.0,215.0,1415.0,7100.0,4580.0,2510.0
3480,1009,Dalfsen,BU01480203,3.0,155.0,14.0,468.0,5.0,120.0,95.0,135.0,885.0,6600.0,5130.0,1470.0
9721,1004,DeMarne,BU16630104,1.0,17.0,14.0,53.0,0.0,80.0,0.0,120.0,1045.0,320.0,240.0,80.0
10403,1008,Nieuwegein,WK035615,1.0,,,,0.0,0.0,0.0,0.0,0.0,90.0,80.0,40.0
5476,1009,Goeree-Overflakkee,BU19240204,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,1006,Bedum,GM0005,,1185.0,13.0,3397.0,40.0,95.0,80.0,260.0,955.0,35100.0,26710.0,8400.0
9890,1008,Meierijstad,BU19480406,3.0,10.0,28.0,61.0,0.0,35.0,5.0,20.0,715.0,1110.0,910.0,200.0
16464,1009,Zwartewaterland,BU18960408,1.0,4.0,70.0,62.0,0.0,40.0,0.0,365.0,750.0,480.0,400.0,80.0
9376,1009,Lisse,WK055320,1.0,14.0,13.0,41.0,0.0,45.0,0.0,160.0,915.0,1740.0,1340.0,400.0
12145,1008,Roerdalen,BU16690402,1.0,,,,0.0,0.0,0.0,0.0,0.0,200.0,130.0,40.0
380,1009,Almelo,BU01411804,1.0,77.0,15.0,250.0,3.0,90.0,20.0,170.0,1235.0,4710.0,3250.0,1460.0
3545,1009,Delft,BU05031304,1.0,,,,0.0,55.0,555.0,225.0,825.0,1640.0,1290.0,340.0
6023,1006,Groningen,BU00140603,1.0,47.0,20.0,203.0,,20.0,0.0,75.0,1730.0,3180.0,1820.0,1380.0
14842,1003,Venray,WK098419,3.0,168.0,17.0,671.0,3.0,85.0,60.0,160.0,475.0,5660.0,4980.0,680.0
8722,1003,Leek,BU00220500,1.0,6.0,25.0,33.0,0.0,0.0,0.0,90.0,1070.0,360.0,260.0,80.0
10866,1001,Oegstgeest,BU05790022,1.0,84.0,13.0,241.0,2.0,60.0,80.0,120.0,920.0,9940.0,7640.0,2300.0
6208,1000,Haaren,BU07880401,1.0,,,,0.0,0.0,0.0,2480.0,1335.0,900.0,600.0,300.0
3093,1001,Brunssum,BU08990345,1.0,6.0,13.0,16.0,0.0,155.0,540.0,695.0,895.0,750.0,590.0,160.0
8985,1002,Leidschendam-Voorburg,BU19160102,1.0,38.0,18.0,149.0,0.0,40.0,0.0,80.0,1520.0,4710.0,2920.0,1790.0
641,1004,Amersfoort,BU03070304,1.0,18.0,7.0,30.0,0.0,85.0,155.0,390.0,555.0,5330.0,4610.0,740.0
5879,1008,'s-Gravenhage,WK051822,1.0,51.0,11.0,113.0,1.0,85.0,215.0,235.0,435.0,41110.0,36530.0,4580.0
16293,1003,Zuidhorn,BU00560001,1.0,73.0,,,4.0,95.0,60.0,180.0,775.0,4460.0,3590.0,870.0
14043,1004,Tynaarlo,BU17300100,1.0,18.0,17.0,67.0,1.0,120.0,55.0,150.0,620.0,1240.0,1040.0,200.0
8140,1008,Hulst,WK067704,1.0,58.0,15.0,209.0,0.0,75.0,35.0,165.0,960.0,3370.0,2540.0,840.0
10059,1008,Midden-Delfland,WK184200,1.0,672.0,14.0,2032.0,15.0,60.0,40.0,120.0,760.0,41560.0,33690.0,7880.0
10963,1009,Oldambt,BU18950600,1.0,47.0,,,0.0,105.0,135.0,215.0,1395.0,8530.0,5560.0,2970.0
12658,1003,SintAnthonis,BU17020000,1.0,107.0,17.0,412.0,4.0,85.0,70.0,215.0,1175.0,11610.0,8210.0,3410.0
1013,1005,Amsterdam,BU03632403,1.0,6.0,10.0,12.0,0.0,110.0,240.0,180.0,345.0,9480.0,8650.0,820.0
11358,1004,Oss,BU08280101,1.0,25.0,16.0,91.0,0.0,95.0,135.0,305.0,935.0,6030.0,4630.0,1410.0
9130,1004,Lelystad,BU09954228,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,1003,Dongeradeel,BU00580602,1.0,5.0,,,0.0,85.0,105.0,135.0,735.0,700.0,570.0,140.0
9375,1000,Lisse,BU05531900,1.0,69.0,7.0,114.0,0.0,80.0,45.0,260.0,690.0,2200.0,1820.0,380.0
7084,1004,DenHelder,BU04000607,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,1006,Arnhem,BU02020631,1.0,33.0,10.0,71.0,1.0,110.0,85.0,160.0,180.0,10800.0,10320.0,480.0
2084,1005,BergenDal,BU19450510,3.0,21.0,21.0,98.0,1.0,100.0,50.0,170.0,570.0,2890.0,2470.0,410.0
4965,1008,Enschede,BU01530700,1.0,3.0,23.0,15.0,0.0,110.0,150.0,305.0,790.0,710.0,570.0,160.0
3759,1002,Diemen,GM0384,,504.0,12.0,1320.0,8.0,90.0,85.0,175.0,700.0,94050.0,77490.0,16570.0
9204,1004,Lelystad,WK099590,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,1005,Almere,BU00340308,1.0,151.0,12.0,427.0,3.0,115.0,160.0,245.0,650.0,17610.0,14750.0,2870.0
7324,1004,Hengelo,BU01640704,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,1009,hetBildt,BU00630003,1.0,17.0,13.0,49.0,0.0,120.0,155.0,260.0,710.0,980.0,800.0,170.0
12984,1002,Stadskanaal,BU00370106,1.0,10.0,16.0,34.0,,50.0,55.0,265.0,715.0,1160.0,940.0,200.0
4771,1002,Elburg,BU02300104,1.0,121.0,18.0,460.0,2.0,65.0,20.0,145.0,935.0,9790.0,7500.0,2290.0
6455,1000,Halderberge,GM1655,,764.0,17.0,2988.0,,95.0,80.0,180.0,1010.0,101620.0,75910.0,25700.0
12996,1006,Stadskanaal,WK003703,1.0,107.0,20.0,484.0,1.0,80.0,60.0,235.0,1185.0,9590.0,6760.0,2850.0
2865,1001,Boxtel,BU07570007,1.0,5.0,35.0,38.0,1.0,40.0,20.0,0.0,885.0,230.0,160.0,40.0
12389,1000,Rotterdam,BU05991573,1.0,37.0,12.0,106.0,1.0,105.0,495.0,260.0,860.0,41690.0,32690.0,8990.0
1392,1007,Amsterdam,BU03639301,1.0,9.0,5.0,11.0,,125.0,430.0,210.0,280.0,11670.0,10840.0,830.0
3402,1002,Cranendonck,BU17060409,1.0,4.0,28.0,26.0,0.0,15.0,0.0,100.0,880.0,320.0,240.0,80.0
12617,1008,Schouwen-Duiveland,WK167610,1.0,68.0,18.0,261.0,1.0,70.0,25.0,175.0,795.0,3350.0,2680.0,680.0
2359,1004,Best,BU07530011,1.0,,,,1.0,0.0,0.0,0.0,0.0,120.0,80.0,40.0
4255,1003,Dronten,BU03030431,1.0,184.0,16.0,664.0,5.0,75.0,20.0,120.0,930.0,6830.0,5240.0,1600.0
10252,1003,Molenwaard,BU19271109,1.0,14.0,16.0,53.0,,30.0,0.0,55.0,575.0,2370.0,2010.0,350.0
9199,1008,Lelystad,WK099578,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12982,1009,Stadskanaal,BU00370104,1.0,23.0,13.0,67.0,0.0,105.0,105.0,260.0,1100.0,4240.0,3070.0,1160.0
12733,1005,Sittard-Geleen,BU18830501,1.0,78.0,17.0,290.0,1.0,85.0,200.0,405.0,1040.0,15440.0,11430.0,4010.0
6942,1001,Heerlen,BU09173200,1.0,36.0,16.0,134.0,0.0,90.0,160.0,315.0,820.0,2390.0,1890.0,490.0
14983,1009,Vlissingen,BU07180205,1.0,91.0,8.0,165.0,1.0,135.0,515.0,260.0,605.0,2130.0,1810.0,320.0
6917,1002,Heerlen,BU09172002,1.0,39.0,17.0,144.0,1.0,105.0,355.0,455.0,700.0,4920.0,4040.0,880.0
9632,1009,Maassluis,WK055603,1.0,,,,0.0,85.0,250.0,200.0,840.0,20830.0,16440.0,4400.0
10668,1009,Noord-Beveland,BU16950109,1.0,7.0,67.0,106.0,0.0,80.0,0.0,40.0,1240.0,360.0,260.0,120.0
13337,1007,Súdwest-Fryslân,BU19000116,1.0,37.0,13.0,105.0,0.0,95.0,280.0,195.0,805.0,7350.0,5850.0,1480.0
10612,1003,Nissewaard,BU19301410,1.0,9.0,9.0,17.0,,125.0,120.0,285.0,745.0,3200.0,2600.0,590.0
6249,1006,Haarlem,WK039207,1.0,155.0,9.0,325.0,0.0,90.0,150.0,280.0,650.0,27060.0,22650.0,4410.0
14611,1001,Velsen,BU04530300,1.0,,,,0.0,70.0,50.0,135.0,1410.0,750.0,480.0,270.0
15528,1008,Westland,BU17830713,1.0,41.0,14.0,126.0,1.0,60.0,35.0,75.0,405.0,2670.0,2390.0,280.0
13756,1009,Tilburg,WK085531,3.0,5.0,12.0,13.0,0.0,40.0,15.0,75.0,2920.0,2290.0,630.0,1670.0
2749,1003,Borne,GM0147,,952.0,16.0,3492.0,24.0,95.0,80.0,200.0,950.0,75840.0,57710.0,18140.0
13019,1001,Staphorst,WK018001,1.0,196.0,15.0,659.0,4.0,55.0,25.0,100.0,655.0,10120.0,8460.0,1660.0
8445,1003,Krimpenerwaard,BU19310005,1.0,15.0,15.0,52.0,0.0,65.0,55.0,170.0,1140.0,1760.0,1270.0,520.0
14424,1001,ValkenburgaandeGeul,BU09940500,1.0,6.0,,,0.0,145.0,0.0,235.0,1225.0,550.0,380.0,170.0
1569,1006,Arnhem,WK020203,1.0,110.0,,,9.0,105.0,475.0,390.0,360.0,20550.0,18700.0,1850.0
575,1001,AlphenaandenRijn,BU04847102,1.0,,,,0.0,0.0,0.0,3155.0,640.0,1950.0,1630.0,310.0
12298,1009,Roosendaal,WK167411,1.0,128.0,,,2.0,75.0,20.0,140.0,1140.0,16010.0,11420.0,4570.0
8785,1005,Leeuwarden,BU00803502,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
6883,1008,Heerhugowaard,BU03981701,1.0,1023.0,7.0,1727.0,,100.0,25.0,260.0,395.0,12890.0,11620.0,1280.0
2060,1005,BergenDal,BU19450003,3.0,,,,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0
2759,1000,Borne,BU01470008,1.0,255.0,16.0,917.0,8.0,130.0,80.0,180.0,695.0,12830.0,10580.0,2240.0
3132,1000,Bunschoten,BU03130006,1.0,131.0,14.0,433.0,1.0,60.0,60.0,220.0,445.0,12770.0,11350.0,1430.0
14327,1004,Utrecht,BU03441014,1.0,38.0,,,2.0,60.0,20.0,80.0,575.0,2540.0,2170.0,370.0
6978,1007,Heerlen,WK091742,1.0,5.0,,,1.0,105.0,60.0,120.0,780.0,280.0,200.0,40.0
3267,1009,CapelleaandenIJssel,BU05020993,1.0,,,,0.0,95.0,90.0,255.0,1475.0,960.0,600.0,360.0
9003,1000,Leidschendam-Voorburg,BU19160600,1.0,,,,1.0,90.0,400.0,220.0,890.0,8990.0,6970.0,2010.0
2817,1007,Boxmeer,BU07560001,1.0,67.0,9.0,141.0,1.0,115.0,175.0,295.0,1150.0,8610.0,6120.0,2490.0
13517,1004,Terneuzen,BU07155200,1.0,17.0,,,1.0,50.0,0.0,70.0,940.0,730.0,560.0,160.0
9750,1008,Marum,WK002501,1.0,107.0,,,,120.0,70.0,215.0,760.0,7970.0,6440.0,1520.0
9892,1005,Meierijstad,BU19480408,3.0,5.0,28.0,32.0,0.0,80.0,0.0,150.0,745.0,560.0,460.0,110.0
10399,1003,Nieuwegein,WK035613,1.0,66.0,,,0.0,70.0,70.0,200.0,1075.0,11610.0,8490.0,3120.0
